label,question,sentence
1,Who wrote the 'Treatise on the Police'?,"Michel Foucault claims that the contemporary concept of police as a paid and funded functionary of the state was developed by German and French legal scholars and practitioners in Public administration and Statistics in the 17th and early 18th centuries, most notably with Nicolas Delamare's Traité de la Police (""Treatise on the Police""), first published in 1705."
1,What was the population of the island in 1659,"Saint Helena was first settled by the English in 1659, and the island has a population of about 4,250 inhabitants, mainly descended from people from Britain – settlers (""planters"") and soldiers – and slaves who were brought there from the beginning of settlement – initially from Africa (the Cape Verde Islands, Gold Coast and west coast of Africa are mentioned in early records), then India and Madagascar."
0,What are electrical fields projected on to?,In linear polarization the electric field of the radio wave oscillates back and forth along one direction; this can be affected by the mounting of the antenna but usually the desired direction is either horizontal or vertical polarization.
1,How many divisions did Blumenbach's treatise specify?,"The 1775 treatise ""The Natural Varieties of Mankind"", by Johann Friedrich Blumenbach proposed five major divisions: the Caucasoid race, Mongoloid race, Ethiopian race (later termed Negroid, and not to be confused with the narrower Ethiopid race), American Indian race, and Malayan race, but he did not propose any hierarchy among the races."
0,What happened in the Carboniferous?,"The most recent, the Cretaceous–Paleogene extinction event, occurred 65 million years ago and has often attracted more attention than others because it resulted in the extinction of the dinosaurs."
1,The pebble mosaics found at Tiyns are from what age?,"Bronze age pebble mosaics have been found at Tiryns; mosaics of the 4th century BC are found in the Macedonian palace-city of Aegae, and the 4th-century BC mosaic of The Beauty of Durrës discovered in Durrës, Albania in 1916, is an early figural example; the Greek figural style was mostly formed in the 3rd century BC."
0,Whose rationalism did Peirce criticize?,"In later years he even emphasized the concept-driven side of the then ongoing debate between strict empiricism and strict rationalism, in part to counterbalance the excesses to which some of his cohorts had taken pragmatism under the ""data-driven"" strict-empiricist view."
0,What was the name given to Executive Order 9980?,"The order ""established in the Civil Service Commission a Fair Employment Board of not less than seven persons."" Executive Order 9981, named Establishing the President's Committee on Equality of Treatment and Opportunity in the Armed Services, called for the integration of the Armed Forces and the creation of the National Military Establishment to carry out the executive order."
0,What year did Magellan locate the island of Guam?,"Antonio Pigafetta, one of Magellan's original 18 the name ""Island of Sails"", but he also writes that the inhabitants ""entered the ships and stole whatever they could lay their hands on"", including ""the small boat that was fastened to the poop of the flagship."":129 ""Those people are poor, but ingenious and very thievish, on account of which we called those three islands Islas de los Ladrones"
0,Who used the figure of the tragic octoroon?,"The figure of the ""tragic octoroon"" was a stock character of abolitionist literature: a mixed-race woman raised as if a white woman in her white father's household, until his bankruptcy or death has her reduced to a menial position She may even be unaware of her status before being reduced to victimization."
0,"Captain America, Thor and Ultron all inhabit what fictional milieu?","Marvel counts among its characters such well-known superheroes as Spider-Man, Iron Man, Captain America, Wolverine, Thor, Hulk, Ant-Man, such teams as the Avengers, the Guardians of the Galaxy, the Fantastic Four, the Inhumans and the X-Men, and antagonists such as Doctor Doom, The Enchantress, Green Goblin, Ultron, Doctor Octopus, Thanos, Magneto and Loki."
0,Where do tubenosed birds breed?,"The Arctic tern Sterna paradisaea has the longest-distance migration of any bird, and sees more daylight than any other, moving from its Arctic breeding grounds to the Antarctic non-breeding areas."
0,What is the FBI comparable to?,"Unlike the Central Intelligence Agency (CIA), which has no law enforcement authority and is focused on intelligence collection overseas, FBI is primarily a domestic agency, maintaining 56 field offices in major cities throughout the United States, and more than 400 resident agencies in lesser cities and areas across the nation."
1,What did Simon mayer produce?,"Simon Mayor is a prominent British player who has produced six solo albums, instructional books and DVDs, as well as recordings with his mandolin quartet the Mandolinquents."
1,How many schoolgirls did Boko Haram kidnap?,"At the same time, neighbouring countries, Benin, Chad, Cameroon and Niger joined Nigeria in a united effort to combat Boko Haram in the aftermath of a world media highlighted kidnapping of 276 schoolgirls and the spread of Boko Haram attacks to these countries."
